epoch,loss,gram,moment,code,token,token_spatial,push,cycle,nce,idt,w_cycle_eff,w_nce_eff,w_idt_eff,style_ref_alpha,transfer_ratio,lr,epoch_time_sec
1,7.367246985435486,0.02861320324242115,0.06868624746799469,0.002328892993973568,0.03592763831838965,0.5502096790075303,0.24952177718281746,0.0,0.0,0.0,0.0,0.0,0.0,0.9666666388511658,1.0,0.0002,32.857277154922485
2,6.38406042098999,0.02225584588944912,0.058839907422661784,0.0007888968574116007,0.08889401726424694,0.4766598844528198,0.24930703207850458,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333373069763,1.0,0.0001997071467046472,25.048542976379395
3,5.7149452877044675,0.01766328087076545,0.048229851312935355,0.000602817881735973,0.12307929389178753,0.46357227236032483,0.24940107390284538,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999761581421,1.0,0.00019883039235653812,24.970462322235107
4,4.748124160766602,0.013425247240811587,0.03747010426595807,0.0005042805589619093,0.10950090646743775,0.45891079396009443,0.24958369091153146,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666746139526,1.0,0.0001973751424377793,22.09897255897522
5,3.8204185342788697,0.010105597293004394,0.026380276344716548,0.0004577770343166776,0.078964249715209,0.4548921510577202,0.24967343792319296,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333134651184,1.0,0.0001953503690480396,25.021796941757202
6,3.272615923881531,0.007983010392636061,0.018949425416067242,0.000450494967517443,0.06543234612792731,0.45175176233053205,0.24947998121380807,0.0,0.0,0.0,0.0,0.0,0.0,0.800000011920929,1.0,0.00019276855558857225,25.010441541671753
7,4.191955895423889,0.0068325967481359835,0.015826724069193006,0.000470167578314431,0.07418041579425334,0.45011995285749434,0.2490993171930313,0.40716950356960296,6.096300659179687,0.0,0.1666666716337204,0.1666666716337204,0.0,0.7666666507720947,1.0,0.00018964561979789495,38.90817070007324
8,5.1687142944335935,0.006561351879499852,0.015553891658782959,0.0006880464538699016,0.09298767894506454,0.4485858082771301,0.24641796857118606,0.341706363260746,5.5588330078125,0.0,0.3333333432674408,0.3333333432674408,0.0,0.7333333492279053,1.0,0.00018600081561363877,38.76241850852966
9,6.175086541175842,0.007309290529228747,0.017462038937956094,0.008853354844031856,0.12710030987858772,0.44786280691623687,0.1426514646410942,0.2870106527209282,4.881215515136719,0.3812212535738945,0.5,0.5,0.01666666753590107,0.699999988079071,1.0,0.00018185661446562003,51.648282527923584
10,7.07174090385437,0.0077112684771418576,0.018251771172508598,0.009904712983407081,0.1642420007288456,0.4474262046813965,0.04365224612876773,0.25799579694867136,4.527733459472656,0.34284531086683273,0.6666666865348816,0.6666666865348816,0.03333333507180214,0.6666666865348816,1.0,0.00017723856673200296,55.36305594444275
11,7.654993472099304,0.00823486914858222,0.01933106305077672,0.007226078719832003,0.168513738065958,0.4481754839420319,0.03678818378597498,0.22538190871477126,4.166113834381104,0.28813369303941727,0.8333333134651184,0.8333333134651184,0.05000000074505806,0.6333333253860474,1.0,0.00017217514421272203,51.23597240447998
12,8.217945013046265,0.009132698494940996,0.021269885525107383,0.006985955843701958,0.16781716495752336,0.44941614896059034,0.035142968744039535,0.20278365686535835,3.845854778289795,0.2492113769054413,1.0,1.0,0.06666667014360428,0.6000000238418579,1.0,0.0001666975645913675,55.1482994556427
13,8.685308637619018,0.010092187765985727,0.022914806269109248,0.00608470696490258,0.16600506886839866,0.4506492829322815,0.03297431629151106,0.1827723003923893,3.543120527267456,0.2192145448923111,1.1666666269302368,1.1666666269302368,0.0833333358168602,0.5666666626930237,1.0,0.00016083959896778498,51.75175666809082
14,9.155991163253784,0.010968339163810015,0.024609439447522162,0.006018817245494574,0.16717975854873657,0.4520895266532898,0.029648730447515845,0.1659513756632805,3.3101312255859376,0.1937558540701866,1.3333333730697632,1.3333333730697632,0.10000000149011612,0.5333333611488342,1.0,0.00015463736364801516,54.98112988471985
15,9.547542619705201,0.011686644442379475,0.025305513013154268,0.005912049498874694,0.16620374634861945,0.4527915233373642,0.027509863274171948,0.15370774880051613,3.1099662017822265,0.17423900187015534,1.5,1.5,0.11666666716337204,0.5,1.0,0.00014812909747525697,51.825904846191406
16,9.908277349472046,0.012267962340265512,0.025577327869832515,0.005812750777695328,0.16639468804001808,0.4533436846733093,0.026866601407527925,0.14129947289824485,2.9445012283325194,0.15630490496754645,1.6666666269302368,1.6666666269302368,0.13333334028720856,0.46666666865348816,1.0,0.00014135492607468357,56.48380255699158
17,10.303930425643921,0.013077263245359063,0.02705829920247197,0.005702332155779004,0.1696414415538311,0.45425195157527926,0.025412890585139392,0.13359382450580598,2.7863895511627197,0.1403148362785578,1.8333333730697632,1.8333333730697632,0.15000000596046448,0.4333333373069763,1.0,0.00013435661446562004,52.07988262176514
18,10.61308530807495,0.013846928346902132,0.029166457671672107,0.006007239122409374,0.1719004765152931,0.4555810594558716,0.02632587881758809,0.12936136558651923,2.6122569465637206,0.12910028904676438,2.0,2.0,0.1666666716337204,0.4000000059604645,1.0,0.00012717730956631105,54.79138469696045
19,10.500295667648315,0.014569080462679266,0.03153494799509644,0.006557667939923704,0.17737407147884368,0.45616367399692537,0.02567119136452675,0.12412743151187897,2.463580164909363,0.1154342982918024,2.0,2.0,0.18333333730697632,0.36666667461395264,1.0,0.00011986127417882196,52.047847747802734
20,10.384580392837524,0.01561054348014295,0.03367833433672786,0.006670341226272285,0.18085530564188956,0.4570287176966667,0.025694140587002038,0.12220743417739868,2.2890884685516357,0.1065759988874197,2.0,2.0,0.20000000298023224,0.3333333432674408,1.0,0.0001124536140941453,54.76110291481018
21,10.310058765411377,0.01654748779721558,0.03720013093203306,0.007787530231289566,0.18714898318052292,0.45765651017427444,0.025869921930134297,0.11856009297072888,2.129925880432129,0.09794277869164944,2.0,2.0,0.20000000298023224,0.30000001192092896,1.0,0.00010500000000000002,52.09982752799988
22,10.206277523040772,0.017498682979494334,0.03968884825706482,0.008842780287377536,0.19553640708327294,0.4589657440781593,0.026675683427602053,0.11504918090999126,1.947537202835083,0.08979457937180996,2.0,2.0,0.20000000298023224,0.2666666805744171,1.0,9.754638590585476e-05,54.76746892929077
23,10.165634021759033,0.01846898877993226,0.04258863005787134,0.009119666619226337,0.20786271944642068,0.459511821269989,0.026108691412955524,0.1093944751471281,1.7849651861190796,0.08230445757508278,2.0,2.0,0.20000000298023224,0.23333333432674408,1.0,9.013872582117811e-05,52.096731185913086
24,10.162177362442016,0.019152033291757107,0.04443540558218956,0.009869110095314682,0.22430234760046006,0.4603340709209442,0.02343320321291685,0.10409022763371467,1.6521072387695312,0.07840725019574166,2.0,2.0,0.20000000298023224,0.20000000298023224,1.0,8.282269043368901e-05,54.57739329338074
25,10.137679824829101,0.01962013866752386,0.04556815609335899,0.010969365611672402,0.2350379228591919,0.46082459926605224,0.02071874993853271,0.09844940632581711,1.5526322650909423,0.07495607480406762,2.0,2.0,0.20000000298023224,0.1666666716337204,1.0,7.564338553438001e-05,51.97750687599182
26,10.177965240478516,0.02003124702721834,0.04663782626390457,0.010864153127186001,0.25090531662106513,0.46116101831197737,0.01699843753129244,0.09492722727358341,1.473640055656433,0.07433111026883125,2.0,2.0,0.20000000298023224,0.13333334028720856,1.0,6.864507392531649e-05,55.382239818573
27,10.225689506530761,0.020520568806678057,0.04827907394617796,0.010169375403784216,0.2654558131098747,0.46149128675460815,0.012863183626905084,0.0910446971654892,1.3981036162376403,0.07260604828596115,2.0,2.0,0.20000000298023224,0.10000000149011612,1.0,6.187090252474307e-05,51.8156623840332
28,10.326696825027465,0.021215314958244563,0.05062014117836952,0.010138857322745025,0.2805355304479599,0.4614578613638878,0.009325976551044732,0.08720086328685284,1.3232598567008973,0.07374086499214172,2.0,2.0,0.20000000298023224,0.06666667014360428,1.0,5.536263635198487e-05,54.83465552330017
29,10.401450004577637,0.022007044069468976,0.05243652775883675,0.009450657311826944,0.28837005138397215,0.46117084711790085,0.005711035147542134,0.08433933034539223,1.2579619073867798,0.07572314657270908,2.0,2.0,0.20000000298023224,0.03333333507180214,1.0,4.916040103221507e-05,52.00792956352234
30,10.404217004776001,0.022863653637468815,0.0548058296367526,0.008338535302318633,0.28475348502397535,0.46082596242427826,0.0032511718758905773,0.08256777413189412,1.1953109312057495,0.0775142639130354,2.0,2.0,0.20000000298023224,0.0,1.0,4.330243540863257e-05,54.78910708427429
31,10.211231231689453,0.022758310157805682,0.05592675257474184,0.006851316438987851,0.2784028646349907,0.4609489247202873,0.0018321288973311312,0.075800351947546,1.1456559705734253,0.07384573332965375,2.0,2.0,0.20000000298023224,0.0,1.0,3.7824855787278e-05,52.0916690826416
32,10.070182914733886,0.022753164935857058,0.05632222086191177,0.005504527022130787,0.2727235648036003,0.4607947638630867,0.0009396484321769095,0.0720287235826254,1.107602834701538,0.07087846070528031,2.0,2.0,0.20000000298023224,0.0,1.0,3.276143326799707e-05,54.79771018028259
33,9.954088592529297,0.022698326241225003,0.05716588005423546,0.005107278279028833,0.268939246237278,0.46071821719408035,0.0007415039060651907,0.06908426754176616,1.073113327026367,0.06898876965045929,2.0,2.0,0.20000000298023224,0.0,1.0,2.8143385534380006e-05,52.058775663375854
34,9.871025276184081,0.022788817044347525,0.05795704435557127,0.003917423547245562,0.26574797809123996,0.4601852574944496,0.0004971679688424047,0.06612959727644921,1.0428129887580873,0.06622873362153768,2.0,2.0,0.20000000298023224,0.0,1.0,2.3999184386361246e-05,54.78220295906067
35,9.75339539527893,0.022684040628373623,0.057557319551706315,0.003266365125309676,0.26321533977985384,0.4602628862857819,0.0002504882806715614,0.0644896112754941,1.0093141710758209,0.06480489000678062,2.0,2.0,0.20000000298023224,0.0,1.0,2.0354380202105065e-05,52.1002733707428
36,9.699320783615113,0.022699557710438967,0.05810405742377043,0.0028370826714672146,0.26098990082740786,0.4605193144083023,0.00021630859373544808,0.06292911652475595,0.9917942517995835,0.063354736790061,2.0,2.0,0.20000000298023224,0.0,1.0,1.723144441142776e-05,54.73075842857361
37,9.649666471481323,0.022677854504436254,0.058945403434336185,0.002400893666781485,0.2591893866658211,0.4602642747759819,0.00013994140641443664,0.06123335774987936,0.9784424173831939,0.0617510436847806,2.0,2.0,0.20000000298023224,0.0,1.0,1.4649630951960416e-05,51.814794063568115
38,9.589867582321167,0.02269061913713813,0.05882670029997825,0.002138405446894467,0.25763470858335497,0.4600484001636505,0.00011660156249490683,0.06032106418162584,0.9560552537441254,0.060960713289678094,2.0,2.0,0.20000000298023224,0.0,1.0,1.2624857562220728e-05,54.92455792427063
39,9.52389344215393,0.022611855547875166,0.059236768037080764,0.002105207948479801,0.2564954960346222,0.460060213804245,0.00012421874938809197,0.05934978540986777,0.9354688370227814,0.0600315222889185,2.0,2.0,0.20000000298023224,0.0,1.0,1.1169607643461924e-05,51.93066716194153
40,9.50810980796814,0.02265427092090249,0.05867793764919042,0.0018682674318552016,0.25521259039640426,0.4600228640437126,8.134765610520844e-05,0.058836101591587066,0.9313728106021881,0.05947423152625561,2.0,2.0,0.20000000298023224,0.0,1.0,1.0292853295352844e-05,54.92223787307739
